No.,Nombre_montana,Altura,Score,Vistas,Ubicacion
6510,"""Saska Peak""",2562,77.48%,16000,"""Washington,UnitedStates,NorthAmerica"""
6511,"""Sugarloaf Mountain""",2561,89.01%,7585,"""Colorado,UnitedStates,NorthAmerica"""
6512,"""Hayden Peak""",2561,85.25%,26309,"""Idaho,UnitedStates,NorthAmerica"""
6513,"""Monte Prena""",2561,89.77%,10021,"""Italy,Europe"""
6514,"""Marienbergspitze""",2561,86.85%,6279,"""Tyrol,Austria,Europe"""
6515,"""Crown Mountain""",2561,76.66%,9507,"""Montana,UnitedStates,NorthAmerica"""
6516,"""Kellogg Mountain""",2561,81.84%,5231,"""Arizona,UnitedStates,NorthAmerica"""
6517,"""Burgundy Spire""",2560,88.49%,22697,"""Washington,UnitedStates,NorthAmerica"""
6518,"""Azurite Peak""",2560,85.36%,19420,"""Washington,UnitedStates,NorthAmerica"""
6519,"""Gibson Peak""",2560,82.48%,16187,"""California,UnitedStates,NorthAmerica"""
6520,"""London Spire""",2560,85.36%,9583,"""Utah,UnitedStates,NorthAmerica"""
6521,"""Chianti Spire""",2560,90.48%,11329,"""Washington,UnitedStates,NorthAmerica"""
6522,"""Luahna Peak""",2560,85.36%,13128,"""Washington,UnitedStates,NorthAmerica"""
6523,"""Pinnacle Mountain""",2560,83.1%,15900,"""Washington,UnitedStates,NorthAmerica"""
6524,"""Paget Peak""",2560,86.85%,13700,"""BritishColumbia,Canada,NorthAmerica"""
6525,"""Vysoka (Wysoka)""",2560,88.19%,17865,"""HIGHTATRAS,Slovakia,Europe"""
6526,"""Cresta and Monte Thuilette""",2560,89.01%,4706,"""AostaValley,Italy,Europe"""
6527,"""Pala di Punta Ellie""",2560,85.87%,5298,"""Cadini,Dolomites,Belluno,Italy,Europe"""
6528,"""Delamar Mountain""",2560,76.25%,14061,"""California,UnitedStates,NorthAmerica"""
6529,"""Choteau Mountain""",2560,80.85%,6902,"""Montana,UnitedStates,NorthAmerica"""
6530,"""Blackcap Mountain""",2559,79.51%,15079,"""Washington,UnitedStates,NorthAmerica"""
6531,"""Mount Lewis""",2559,84.82%,12801,"""California,UnitedStates,NorthAmerica"""
6532,"""Grosser Rosskopf / Campo Cavallo""",2559,83.1%,4867,"""Südtirol/AltoAdige,Italy,Europe"""
6533,"""Llana del Bozo""",2559,77.48%,3196,"""Huesca,Spain,Europe"""
6534,"""Modeon del Buinz / Spik nad Spranjo""",2558,88.61%,8601,"""JulianAlps,Italy,Europe"""
6535,"""Woesterspitze""",2558,84.82%,3198,"""Vorarlberg,Austria,Europe"""
6536,"""Agujas St-Exupery, Raphael &amp; de la S (Patagonia)""",2558,94.24%,22209,"""SantaCruz,Argentina,SouthAmerica"""
6537,"""Hochkedl""",2558,80.49%,5400,"""Austria,Europe"""
6538,"""Spectacle Buttes""",2558,77.48%,16347,"""Washington,UnitedStates,NorthAmerica"""
6539,"""Grintovec""",2558,93.98%,37644,"""TheAlpsofKamnikandSavinja,Slovenia,Europe"""
6540,"""Piz Prevat""",2558,75.53%,13536,"""Ticino,Switzerland,Europe"""
6541,"""Courtney Peak""",2558,78.27%,11623,"""Washington,UnitedStates,NorthAmerica"""
6542,"""Wasserfallkarspitze""",2557,80.49%,3684,"""Tirol,Austria,Europe"""
6543,"""Punta Minuta""",2556,77.32%,10704,"""France,Europe"""
6544,"""Kezmarsky Stit""",2556,89.29%,15576,"""Slovakia,Europe"""
6545,"""Mount Lincoln""",2555,75.79%,12332,"""California,UnitedStates,NorthAmerica"""
6546,"""Munt dla Stevia""",2555,78.27%,4110,"""Südtirol/AltoAdige,Italy,Europe"""
6547,"""Mount Buckhorn""",2554,76.33%,13711,"""Colorado,UnitedStates,NorthAmerica"""
6548,"""Punta di Vorèa""",2554,80.49%,1480,"""AostaValleyChamporcherMunicipality,Italy,Europe"""
6549,"""Volcano Peak""",2554,84.27%,6508,"""Kananaskis,Alberta,Canada,NorthAmerica"""
6550,"""Mali i Shen Niku/Maja Shnikut (Nikacki vrh)""",2554,74.72%,10234,"""Europe"""
6551,"""Mount Edith""",2554,86.37%,15226,"""Alberta,Canada,NorthAmerica"""
6552,"""Mount Livermore""",2554,78.27%,49695,"""Texas,UnitedStates,NorthAmerica"""
6553,"""Ash Creek Butte""",2554,85.26%,18328,"""California,UnitedStates,NorthAmerica"""
6554,"""Boulder Mountain""",2553,85.36%,8108,"""Idaho,UnitedStates,NorthAmerica"""
6555,"""Haystack Mountain (Montana-- Chinese Wall)""",2553,82.48%,24303,"""Montana,UnitedStates,"""
6556,"""Pointe de Met or Metz""",2553,82.48%,2127,"""AostaValleyAostaSarreMunicipalities,Italy,Europe"""
6557,"""Pizzo dei Tre Signori""",2553,85.36%,10506,"""Sondrio-Lecco-Bergamo,Italy,Europe"""
6558,"""Martin Peak""",2553,82.48%,20002,"""Washington,UnitedStates,NorthAmerica"""
6559,"""Hawk Mountain""",2553,83.69%,15955,"""Alberta,Canada,NorthAmerica"""
6560,"""Mount Afton""",2552,86.37%,9310,"""BritishColumbia,Canada,NorthAmerica"""
6561,"""English Mountain""",2552,78.87%,10797,"""California,UnitedStates,NorthAmerica"""
6562,"""Samspitze""",2552,81.84%,3526,"""Südtirol/AltoAdige,Italy,Europe"""
6563,"""Cerro La Cruz""",2552,0%,774,"""MetropolitanRegion,Chile,SouthAmerica"""
6564,"""Cristal Peak of Itatiaia""",2552,90.73%,3754,"""MinasGerais,Brazil,SouthAmerica"""
6565,"""Kirchlispitzen""",2552,85.36%,6288,"""Vorarlberg,Graubünden,Austria,Switzerland,Europe"""
6566,"""Volcán de Pacaya""",2552,77.11%,20345,"""Escuintla,Guatemala,NorthAmerica"""
6567,"""Mt. Ingalls""",2552,82.48%,16956,"""California,UnitedStates,NorthAmerica"""
6568,"""Lake Mountain""",2551,77.48%,12797,"""Washington,UnitedStates,NorthAmerica"""
6569,"""Gearhart Mountain""",2551,81.18%,23124,"""Oregon,UnitedStates,NorthAmerica"""
6570,"""Sass Ciapèl""",2551,81.18%,3844,"""Südtirol/AltoAdige-Veneto,Italy,Europe"""
6571,"""Pyramid Peak (Gospels)""",2551,84.27%,6103,"""Idaho,UnitedStates,NorthAmerica"""
6572,"""Hunter Peak""",2551,83.1%,11837,"""Texas,UnitedStates,NorthAmerica"""
6573,"""Mount Bailey""",2551,88.19%,46430,"""Oregon,UnitedStates,NorthAmerica"""
6574,"""Virginia Peak""",2550,80.49%,17773,"""Nevada,UnitedStates,NorthAmerica"""
6575,"""Aiguillette de la Floria""",2550,84.27%,3282,"""AiguillesRouges,HauteSavoie,France,Europe"""
6576,"""Hornischegg / Monte Arnese""",2550,81.18%,4656,"""Tirol/Belluno,Austria,Italy,Europe"""
6577,"""Torre Grande di Falzarego""",2550,90.81%,8072,"""Belluno,Italy,Europe"""
6578,"""Watles / Monte Vatles""",2550,75.81%,7548,"""ValVenosta/Vinschgau,Italy,Europe"""
6579,"""Golden Horn""",2550,90.81%,27142,"""Washington,UnitedStates,NorthAmerica"""
6580,"""Mount Saint Helens""",2550,99.61%,164680,"""Washington,UnitedStates,NorthAmerica"""
6581,"""Whitney Portal Climbs""",2550,80.49%,18568,"""California,UnitedStates,NorthAmerica"""
6582,"""Crafts Peak""",2549,72.5%,7327,"""California,UnitedStates,NorthAmerica"""
6583,"""Church's Knob - Jones Creek-White's Creek loop""",2549,79.77%,12587,"""Nevada,UnitedStates,NorthAmerica"""
6584,"""McClellan Peak (WA)""",2549,97.38%,44006,"""Washington,UnitedStates,NorthAmerica"""
6585,"""Observation Rock""",2549,79.04%,24517,"""Washington,UnitedStates,NorthAmerica"""
6586,"""Flagpole Peak""",2549,86.36%,25703,"""California,UnitedStates,NorthAmerica"""
6587,"""Devore Peak""",2548,83.1%,11750,"""Washington,UnitedStates,NorthAmerica"""
6588,"""Rockhouse Peak""",2548,84.73%,17754,"""California,UnitedStates,NorthAmerica"""
6589,"""Monte Brentoni""",2548,90.48%,10635,"""Belluno,Italy,Europe"""
6590,"""Monfalcon di Montanaia""",2548,85.36%,5957,"""Pordenone,Italy,Europe"""
6591,"""Maciço das Prateleiras""",2548,75.81%,6382,"""Resende-RiodeJaneiro,Brazil,SouthAmerica"""
6592,"""Gillett Mountain""",2548,79.04%,2155,"""California,UnitedStates,NorthAmerica"""
6593,"""Amphitheater Mountain""",2548,83.69%,18025,"""Washington,UnitedStates,NorthAmerica"""
6594,"""McCleary Peak""",2547,84.82%,6797,"""Arizona,UnitedStates,NorthAmerica"""
6595,"""Dos Cabezas Peaks""",2547,81.18%,27364,"""Arizona,UnitedStates,NorthAmerica"""
6596,"""Hochnisslspitze""",2547,76.66%,3115,"""Tirol,Austria,Europe"""
6597,"""Prisojnik""",2547,94.44%,41409,"""JulianAlps,Slovenia,Europe"""
6598,"""Big Hatchet Peak""",2547,79.77%,24937,"""NewMexico,UnitedStates,NorthAmerica"""
6599,"""Cima del tiglio""",2546,78.27%,4145,"""Italy,Europe"""
6600,"""Becca di Roisan or Becca di Pechenville""",2546,81.84%,7071,"""AostaValley,Italy,Europe"""
6601,"""Mount Ferguson (NV)""",2546,87.76%,5741,"""Nevada,UnitedStates,NorthAmerica"""
6602,"""Little Shuteye Peak""",2546,72.75%,2300,"""California,UnitedStates,NorthAmerica"""
6603,"""Chautauqua Mountain""",2546,84.27%,15467,"""Colorado,UnitedStates,NorthAmerica"""
6604,"""Howlock Mountain""",2545,84.82%,18871,"""Oregon,UnitedStates,NorthAmerica"""
6605,"""King Top (UT)""",2545,89.01%,11841,"""Utah,UnitedStates,NorthAmerica"""
6606,"""Nihahi Ridge""",2545,83.1%,11689,"""Alberta,Canada,NorthAmerica"""
6607,"""Finger, The""",2545,84.27%,10700,"""Alberta,Canada,NorthAmerica"""
6608,"""Howell Peak""",2544,94.63%,8318,"""Utah,UnitedStates,NorthAmerica"""
6609,"""Gospel Peak""",2544,82.48%,8935,"""Idaho,UnitedStates,NorthAmerica"""
6610,"""Stoddard Mountain""",2544,73.15%,2276,"""Utah,UnitedStates,NorthAmerica"""
6611,"""Snowfield Peak""",2544,81.83%,41601,"""Washington,UnitedStates,NorthAmerica"""
6612,"""Old Man of the Hills""",2544,82.34%,6799,"""Montana,UnitedStates,NorthAmerica"""
6613,"""Moldoveanu""",2544,89.39%,66739,"""Romania,Europe"""
6614,"""Mohnenfluh""",2544,81.84%,4536,"""Vorarlberg,Austria,Europe"""
6615,"""Große and Kleine Stempeljochspitze""",2543,77.48%,4833,"""Tirol,Austria,Europe"""
6616,"""Gunsight Mountain""",2543,88.54%,15487,"""Oregon,UnitedStates,NorthAmerica"""
6617,"""Mount Pratt""",2543,86.7%,13002,"""Texas,UnitedStates,NorthAmerica"""
6618,"""Twin Sisters (NM)""",2542,85.87%,12109,"""NewMexico,UnitedStates,NorthAmerica"""
6619,"""Mad Wolf Mountain""",2542,90.18%,7055,"""Montana,UnitedStates,NorthAmerica"""
6620,"""Watch Tower""",2542,84.27%,9676,"""BritishColumbia,Canada,NorthAmerica"""
6621,"""Sisyphean Peak - Point 8340""",2542,17.45%,481,"""UnitedStates,NorthAmerica"""
6622,"""Becker Peak""",2542,0%,4050,"""California,UnitedStates,"""
6623,"""Jughandle Mountain""",2542,87.31%,23764,"""Idaho,UnitedStates,NorthAmerica"""
6624,"""Hochalpenkopf / Cima dei Colli Alti""",2542,81.18%,4535,"""Südtirol/AltoAdige,Italy,Europe"""
6625,"""Dovski Kriz""",2542,84.12%,15362,"""JulianAlps,Slovenia,Europe"""
6626,"""Prospect Peak""",2541,80.33%,11566,"""California,UnitedStates,NorthAmerica"""
6627,"""Frauenwand""",2541,87.76%,7525,"""Tyrol,Austria,Europe"""
6628,"""Larchetkarspitze""",2541,80.49%,2914,"""Tirol,Austria,Europe"""
6629,"""Arctic Point""",2541,76.66%,8436,"""California,UnitedStates,NorthAmerica"""
6630,"""Eldorado Mountain""",2541,90.81%,27615,"""Colorado,UnitedStates,NorthAmerica"""
6631,"""Austera Peak""",2540,83.69%,21800,"""Washington,UnitedStates,NorthAmerica"""
6632,"""Maja Lagojvet""",2540,96.25%,13431,"""Albania,Europe"""
6633,"""Kończysta""",2540,85.36%,11161,"""Slovakia,Europe"""
6634,"""Kocna""",2540,93.35%,21608,"""KamiskeAlpe(AlpsofKamnik),Slovenia,Europe"""
6635,"""Windy Peak""",2540,78.27%,21355,"""Washington,UnitedStates,NorthAmerica"""
6636,"""Solunska Glava""",2540,89.77%,37262,"""CentralMacedonianmassif,Macedonia,Europe"""
6637,"""Cosho Peak""",2540,79.78%,9810,"""Washington,UnitedStates,NorthAmerica"""
6638,"""Heart Bar Peak""",2540,87.76%,11447,"""California,UnitedStates,NorthAmerica"""
6639,"""Sasso di Sesto/Sextner Stein""",2539,82.48%,8423,"""AutonomousprovinceofBolzano/Bozen,Italy,Europe"""
6640,"""Peña Prieta""",2539,81.57%,11008,"""Cantabria,Spain,Europe"""
6641,"""Weittalspitze""",2539,84.82%,7477,"""LienzDolomites,Austria,Europe"""
6642,"""Cannonball Mountain""",2539,84.27%,4730,"""Idaho,UnitedStates,NorthAmerica"""
6643,"""Big Snagtooth""",2539,87.2%,18154,"""Washington,UnitedStates,NorthAmerica"""
6644,"""Rawe Peak""",2538,79.04%,15290,"""Nevada,UnitedStates,NorthAmerica"""
6645,"""Dixie Mountain (CA)""",2538,79.42%,7799,"""California,UnitedStates,NorthAmerica"""
6646,"""Mont Torretta""",2538,84.27%,518,"""Champorcher,Aosta,Italy,Europe"""
6647,"""Rz""",2538,86.37%,10043,"""JulianAlps,Slovenia,Europe"""
6648,"""Mount Formidable""",2537,90.81%,32258,"""Washington,UnitedStates,NorthAmerica"""
6649,"""Pollock Mountain Spur - South Face Route""",2537,79.78%,1705,"""Montana,UnitedStates,NorthAmerica"""
6650,"""Light Peak""",2537,77.48%,8357,"""Oregon,UnitedStates,NorthAmerica"""
6651,"""Östliche Karwendelspitze""",2537,81.18%,8374,"""Tirol,Austria,Europe"""
6652,"""Schüsselkarspitze""",2537,83.69%,15876,"""Europe"""
6653,"""Snowbank Mountain""",2537,84.27%,17745,"""Idaho,UnitedStates,NorthAmerica"""
6654,"""Switchback Peak""",2536,77.48%,14803,"""Washington,UnitedStates,NorthAmerica"""
6655,"""Mount Ireland""",2536,79.78%,14287,"""Oregon,UnitedStates,NorthAmerica"""
6656,"""Abernathy Peak""",2536,86.37%,31938,"""Washington,UnitedStates,NorthAmerica"""
6657,"""Tupshin Peak""",2536,84.27%,15790,"""Washington,UnitedStates,NorthAmerica"""
6658,"""Flora Mountain""",2536,87.31%,17305,"""Washington,UnitedStates,NorthAmerica"""
6659,"""Mineral Peak - Douglas County, Nevada""",2536,84.27%,7314,"""Nevada,UnitedStates,NorthAmerica"""
6660,"""Point 2535""",2535,86.85%,2011,"""Itamonte/MG,Brazil,SouthAmerica"""
6661,"""Negoiu""",2535,87.53%,28965,"""FagarasMountains,Romania,Europe"""
6662,"""Mount Frazier""",2534,86.85%,9851,"""Montana,UnitedStates,NorthAmerica"""
6663,"""Dome 2 – Monitor Pass""",2534,76.06%,3335,"""California,UnitedStates,NorthAmerica"""
6664,"""Independence BM (NV)""",2534,88.61%,6089,"""Nevada,UnitedStates,NorthAmerica"""
6665,"""Testa Bernarda""",2534,79.78%,1633,"""AostaValley,Italy,Europe"""
6666,"""Sass Becè""",2534,84.27%,4478,"""Trento,Italy,Europe"""
6667,"""Plaschweller / Monte Plagabella""",2534,80.49%,4589,"""Südtirol/AltoAdige,Italy,Europe"""
6668,"""Murdock Mountain (NV)""",2533,88.61%,12218,"""Nevada,UnitedStates,NorthAmerica"""
6669,"""Luna Peak""",2533,91.75%,55702,"""Washington,UnitedStates,NorthAmerica"""
6670,"""Großer Widderstein""",2533,91.75%,10615,"""Austria,Europe"""
6671,"""Pizzo Cefalone""",2533,88.19%,8954,"""Italy,Europe"""
6672,"""Oldman Mountain""",2533,81.46%,15797,"""Colorado,UnitedStates,NorthAmerica"""
6673,"""First Sella Tower""",2533,87.31%,19852,"""Dolomites,Italy,Europe"""
6674,"""Boulter Peak (UT)""",2532,92.04%,12879,"""Utah,UnitedStates,NorthAmerica"""
6675,"""Cupim do Boi Peak""",2532,84.82%,5107,"""Minasgerais,Brazil,SouthAmerica"""
6676,"""Rjavina""",2532,85.87%,16547,"""JulianAlps,Slovenia,Europe"""
6677,"""Skuta""",2532,89.61%,22757,"""Kamnik-SavinjaAlps,Slovenia,Europe"""
6678,"""Castle Peak""",2532,90.13%,22414,"""Washington,UnitedStates,NorthAmerica"""
6679,"""Church Fork Peak""",2532,70.36%,5581,"""Utah,UnitedStates,NorthAmerica"""
6680,"""Torre dei Sabbioni""",2531,92.85%,6819,"""Dolomites,Belluno,Italy,Europe"""
6681,"""Mont Corquet""",2531,86.85%,27808,"""AostaValley,Italy,Europe"""
6682,"""Jebel Aklim""",2531,79.04%,3257,"""Taroudant,Morocco,Africa"""
6683,"""Tuca del Dalliu""",2531,80.49%,3901,"""Huesca,Spain,Europe"""
6684,"""Spik nad Nosom / Foronon del Buinz""",2531,85.87%,11820,"""JulianAlps,Italy,Europe"""
6685,"""Fairview Peak""",2531,79.78%,13953,"""Nevada,UnitedStates,NorthAmerica"""
6686,"""Timber Mountain""",2531,87.31%,20442,"""California,UnitedStates,NorthAmerica"""
6687,"""Needles""",2530,90.13%,10956,"""Idaho,UnitedStates,NorthAmerica"""
6688,"""Amos &amp; Andrew Peaks""",2530,84.82%,9270,"""Washington,UnitedStates,NorthAmerica"""
6689,"""Mount Ward""",2530,87.31%,9051,"""Alberta,Canada,NorthAmerica"""
6690,"""Warming Wall""",2530,84.82%,8403,"""California,UnitedStates,NorthAmerica"""
6691,"""Point 8300 (Mayan Temple)""",2530,85.87%,8979,"""NewMexico,UnitedStates,NorthAmerica"""
6692,"""Boulder Peak""",2530,86.37%,26635,"""California,UnitedStates,NorthAmerica"""
6693,"""Grandeur Peak""",2530,93.09%,53158,"""Utah,UnitedStates,NorthAmerica"""
6694,"""""Cottonwood Butte""""",2529,83.1%,4895,"""California,UnitedStates,NorthAmerica"""
6695,"""Kolmkarspitz""",2529,78.27%,2127,"""Salzburg,Austria,Europe"""
6696,"""Pizzo Valgrande""",2529,84.27%,3271,"""Italy,Europe"""
6697,"""Hocheisspitze""",2529,81.84%,6036,"""Bavaria,Germany,Europe"""
6698,"""Montaña Pasajiron""",2529,81.18%,2442,"""Tenerife,Spain,Africa,Europe"""
6699,"""Apex Mountain""",2529,81.84%,11076,"""Washington,UnitedStates,NorthAmerica"""
6700,"""Steamboat Mountain East""",2529,72.07%,7278,"""Montana,UnitedStates,NorthAmerica"""
6701,"""Bartlett Peak""",2528,79.04%,12053,"""California,UnitedStates,NorthAmerica"""
6702,"""La Mesa de la Piedad y de la Misericordia""",2528,86.85%,4353,"""Colorado,UnitedStates,NorthAmerica"""
6703,"""Sunday Peak""",2528,79.58%,19159,"""California,UnitedStates,NorthAmerica"""
6704,"""Kolac (Kolata)""",2528,89.39%,33492,"""PROKLETIJE,Montenegro,Montenegro,Europe"""
6705,"""Maple Peak""",2528,76.48%,12620,"""Arizona,UnitedStates,NorthAmerica"""
6706,"""Point 8292""",2527,74.01%,2341,"""NewMexico,UnitedStates,NorthAmerica"""
6707,"""Elephant Back Mountain""",2527,79.62%,11452,"""Wyoming,UnitedStates,NorthAmerica"""
6708,"""Tatschspitze / Montaccio di Pennes""",2526,85.36%,7334,"""Südtirol/AltoAdige,Italy,Europe"""
6709,"""Baranie Rohy""",2526,89.77%,14219,"""HighTatra,Slovakia,Europe"""
6710,"""Big Rock Candy Mountain""",2525,81.24%,8813,"""Colorado,UnitedStates,NorthAmerica"""
6711,"""McClintock Peak""",2525,88.19%,6139,"""Montana,UnitedStates,NorthAmerica"""
6712,"""Glishorn""",2525,79.04%,6872,"""Valais,Switzerland,Europe"""
6713,"""Paglia Orba""",2525,84.86%,24851,"""Corsica/Corse,France,Europe"""
6714,"""Le Brevent""",2525,79.14%,18287,"""Haute-Savoie,France,Europe"""
6715,"""Tobias Peak""",2525,76.47%,18249,"""California,UnitedStates,NorthAmerica"""
6716,"""Genesee Mountain""",2525,81.17%,17104,"""Colorado,UnitedStates,NorthAmerica"""
6717,"""Curavacas""",2525,81.53%,7413,"""Palencia,Spain,Europe"""
6718,"""Mays Peak""",2525,75.29%,13399,"""Colorado,UnitedStates,NorthAmerica"""
6719,"""Grave Peak""",2524,85.87%,17767,"""Idaho,UnitedStates,NorthAmerica"""
6720,"""Mount Turnbull""",2524,80.49%,21783,"""Arizona,UnitedStates,NorthAmerica"""
6721,"""Pine Mountain B (NV)""",2524,85.87%,3047,"""Nevada,UnitedStates,NorthAmerica"""
6722,"""Peak 8281""",2524,76.27%,1410,"""Utah,UnitedStates,NorthAmerica"""
6723,"""Rosni Vrh (Maja Rosit)""",2524,86.37%,21616,"""PROKLETIJE,Montenegro,Montenegro,Europe"""
6724,"""Alto dos Ivos Peak""",2524,84.27%,3524,"""PassaQuatro/MG,Brazil,SouthAmerica"""
6725,"""Spider Mountain""",2524,85.36%,21590,"""Washington,UnitedStates,NorthAmerica"""
6726,"""Goosenest""",2524,82.14%,19284,"""California,UnitedStates,NorthAmerica"""
6727,"""Big Kangaroo""",2524,87.56%,15004,"""Washington,UnitedStates,NorthAmerica"""
6728,"""Mount Fury""",2524,91.45%,36236,"""Washington,UnitedStates,NorthAmerica"""
6729,"""Dawning Peak""",2524,0%,579,"""UnitedStates,NorthAmerica"""
6730,"""Pilgrim Mountain""",2523,74.92%,5346,"""Wyoming,UnitedStates,NorthAmerica"""
6731,"""Monte Valletta or Vallette""",2523,83.69%,1512,"""Italy,Europe"""
6732,"""Dračí štit (Smoczy Szczyt)""",2523,80.49%,11418,"""Slovakia,Europe"""
6733,"""Tholen Benchmark Peak (NV)""",2523,82.48%,2885,"""Nevada,UnitedStates,NorthAmerica"""
6734,"""L'Ouille or Pointe-de-l'Ouille""",2522,80.49%,1950,"""AostaValleyCogneMunicipality,Italy,Europe"""
6735,"""Vogelkarspitze""",2522,79.78%,2679,"""Tirol/Bayern,Austria,Germany,Europe"""
6736,"""Hoher Goell""",2522,88.87%,24785,"""Bavaria,Salzburg,Austria/Germany,--"""
6737,"""Sheep Mountain""",2522,83.69%,15068,"""Washington,UnitedStates,NorthAmerica"""
6738,"""Mount Norquay""",2522,83.69%,18727,"""Alberta,Canada,NorthAmerica"""
6739,"""Bobotov Kuk""",2522,96.98%,79306,"""Zabljakcounty,Montenegro,Europe"""
6740,"""Mount Nebo""",2522,84.27%,8348,"""Oregon,UnitedStates,NorthAmerica"""
6741,"""Festubert Mountain""",2522,75.81%,3400,"""Alberta,Canada,NorthAmerica"""
6742,"""Hualalai""",2521,83.56%,49532,"""Hawaii,UnitedStates,Oceana"""
6743,"""Pizzo della Presolana""",2521,87.65%,9880,"""Bergamoprovince,Italy,Europe"""
6744,"""Sinopah Mountain""",2521,92.59%,25260,"""Montana,UnitedStates,NorthAmerica"""
6745,"""Cheops""",2521,78.27%,9349,"""Washington,UnitedStates,NorthAmerica"""
6746,"""Nidze""",2521,78.53%,6973,"""Macedonia,Europe"""
6747,"""Nooksack Tower""",2520,93.1%,24565,"""Washington,UnitedStates,NorthAmerica"""
6748,"""Capo Larghia""",2520,71.06%,2713,"""Corse,France,Europe"""
6749,"""Piccolo Cir/Kleine Cirspitze""",2520,0%,2348,"""Italy,Europe"""
6750,"""Ťažký štít""",2520,79.04%,9391,"""Slovakia,Europe"""
6751,"""Peavine Peak""",2519,80.17%,39820,"""Nevada,UnitedStates,NorthAmerica"""
6752,"""Naranjo de Bulnes (Picu Urriellu)""",2519,90.12%,61746,"""Asturias,Spain,Europe"""
6753,"""Parângul Mare &amp; Gemănarea""",2519,92.33%,10381,"""Romania,Europe"""
6754,"""Spire Point""",2519,83.69%,10073,"""Washington,UnitedStates,NorthAmerica"""
6755,"""Croda Negra / Punta Gallina""",2518,79.04%,6248,"""Belluno,Italy,Europe"""
6756,"""Mt Egmont/Taranaki""",2518,89.59%,37721,"""Taranaki,NewZealand,Oceana"""
6757,"""Winterleitenkopf""",2518,76.52%,4645,"""Austria,Europe"""
6758,"""Kleine Kreuzspitze / Piccola Punta di Monte Croce""",2518,86.37%,9330,"""SouthTyrol/AltoAdige,Italy,Europe"""
6759,"""Sentinel Peak""",2518,82.21%,12255,"""Washington,UnitedStates,NorthAmerica"""
6760,"""Pico del Almirez""",2518,72.6%,2380,"""Almería,Spain,Europe"""
6761,"""Tête de la Maye""",2518,77.48%,12551,"""Dauphiné,France,Europe"""
6762,"""The Bishop - Bishop Rock""",2518,83.1%,8792,"""Colorado,UnitedStates,NorthAmerica"""
6763,"""Center Mountain""",2518,83.1%,2847,"""Idaho,UnitedStates,NorthAmerica"""
6764,"""South Noddle Head""",2518,73.06%,10298,"""Colorado,UnitedStates,NorthAmerica"""
6765,"""East L.A.""",2518,74.92%,1110,"""Wyoming,UnitedStates,NorthAmerica"""
6766,"""Col de Stagn""",2517,85.36%,2941,"""Belluno,Italy,Europe"""
6767,"""Saulakopf""",2517,83.1%,3941,"""Vorarlberg,Austria,Europe"""
6768,"""Cima Undici""",2517,82.48%,746,"""Trento,Italy,Europe"""
